,year,state_short,state_long,indicator,value
33279,2015,MN,Minnesota,State Total,6064
33280,2015,MN,Minnesota,STEM Total,317
33294,2015,MO,Missouri,Bachelor Total,2812
33295,2015,MO,Missouri,Elementary Total,1452
33296,2015,MO,Missouri,Masters Total,3690
33297,2015,MO,Missouri,Other Total,4797
33298,2015,MO,Missouri,PhD Total,403
33299,2015,MO,Missouri,SPED Total,378
33300,2015,MO,Missouri,State Total,6905
33301,2015,MO,Missouri,STEM Total,278
33315,2015,MS,Mississippi,Bachelor Total,1367
33316,2015,MS,Mississippi,Elementary Total,1063
33317,2015,MS,Mississippi,Masters Total,1412
33318,2015,MS,Mississippi,Other Total,1616
33319,2015,MS,Mississippi,PhD Total,158
33320,2015,MS,Mississippi,SPED Total,175
33321,2015,MS,Mississippi,State Total,2937
33322,2015,MS,Mississippi,STEM Total,83
33336,2015,MT,Montana,Bachelor Total,575
33337,2015,MT,Montana,Elementary Total,260
33338,2015,MT,Montana,Masters Total,406
33339,2015,MT,Montana,Other Total,569
33340,2015,MT,Montana,PhD Total,25
33341,2015,MT,Montana,SPED Total,53
33342,2015,MT,Montana,State Total,1006
33343,2015,MT,Montana,STEM Total,124
33344,2015,NAT,National Total,Bachelor Total,77569
33345,2015,NAT,National Total,Elementary Total,39123
33346,2015,NAT,National Total,Masters Total,143788
33347,2015,NAT,National Total,Other Total,155972
33348,2015,NAT,National Total,PhD Total,11641
33349,2015,NAT,National Total,SPED Total,25516
33350,2015,NAT,National Total,State Total,232998
33351,2015,NAT,National Total,STEM Total,12387
33365,2015,NC,North Carolina,Bachelor Total,3116
33366,2015,NC,North Carolina,Elementary Total,1632
33367,2015,NC,North Carolina,Masters Total,2404
33368,2015,NC,North Carolina,Other Total,3433
33369,2015,NC,North Carolina,PhD Total,301
33370,2015,NC,North Carolina,SPED Total,344
33371,2015,NC,North Carolina,State Total,5821
33372,2015,NC,North Carolina,STEM Total,412
33386,2015,ND,North Dakota,Bachelor Total,597
33387,2015,ND,North Dakota,Elementary Total,342
33388,2015,ND,North Dakota,Masters Total,398
33389,2015,ND,North Dakota,Other Total,412
33390,2015,ND,North Dakota,PhD Total,49
33391,2015,ND,North Dakota,SPED Total,159
33392,2015,ND,North Dakota,State Total,1044
33393,2015,ND,North Dakota,STEM Total,131
33407,2015,NE,Nebraska,Bachelor Total,1329
33408,2015,NE,Nebraska,Elementary Total,671
33409,2015,NE,Nebraska,Masters Total,1467
33410,2015,NE,Nebraska,Other Total,1921
33411,2015,NE,Nebraska,PhD Total,124
33412,2015,NE,Nebraska,SPED Total,216
33413,2015,NE,Nebraska,State Total,2920
33414,2015,NE,Nebraska,STEM Total,112
33428,2015,NH,New Hampshire,Bachelor Total,399
33429,2015,NH,New Hampshire,Elementary Total,376
33430,2015,NH,New Hampshire,Masters Total,886
33431,2015,NH,New Hampshire,Other Total,752
33432,2015,NH,New Hampshire,PhD Total,32
33433,2015,NH,New Hampshire,SPED Total,124
33434,2015,NH,New Hampshire,State Total,1317
33435,2015,NH,New Hampshire,STEM Total,65
33449,2015,NJ,New Jersey,Bachelor Total,1716
33450,2015,NJ,New Jersey,Elementary Total,718
33451,2015,NJ,New Jersey,Masters Total,2987
33452,2015,NJ,New Jersey,Other Total,3226
33453,2015,NJ,New Jersey,PhD Total,137
33454,2015,NJ,New Jersey,SPED Total,734
33455,2015,NJ,New Jersey,State Total,4840
33456,2015,NJ,New Jersey,STEM Total,162
33470,2015,NM,New Mexico,Bachelor Total,715
33471,2015,NM,New Mexico,Elementary Total,420
33472,2015,NM,New Mexico,Masters Total,949
33473,2015,NM,New Mexico,Other Total,1026
33474,2015,NM,New Mexico,PhD Total,66
33475,2015,NM,New Mexico,SPED Total,242
33476,2015,NM,New Mexico,State Total,1730
33477,2015,NM,New Mexico,STEM Total,42
33491,2015,NV,Nevada,Bachelor Total,354
33492,2015,NV,Nevada,Elementary Total,269
33493,2015,NV,Nevada,Masters Total,699
33494,2015,NV,Nevada,Other Total,674
33495,2015,NV,Nevada,PhD Total,37
33496,2015,NV,Nevada,SPED Total,143
33497,2015,NV,Nevada,State Total,1090
33498,2015,NV,Nevada,STEM Total,4
33512,2015,NY,New York,Bachelor Total,4513
33513,2015,NY,New York,Elementary Total,2550
33514,2015,NY,New York,Masters Total,13452
33515,2015,NY,New York,Other Total,10028
33516,2015,NY,New York,PhD Total,458
33517,2015,NY,New York,SPED Total,4505
33518,2015,NY,New York,State Total,18423
33519,2015,NY,New York,STEM Total,1340
33533,2015,OH,Ohio,Bachelor Total,3566
33534,2015,OH,Ohio,Elementary Total,464
33535,2015,OH,Ohio,Masters Total,3989
33536,2015,OH,Ohio,Other Total,5917
33537,2015,OH,Ohio,PhD Total,333
33538,2015,OH,Ohio,SPED Total,1125
33539,2015,OH,Ohio,State Total,7888
33540,2015,OH,Ohio,STEM Total,382
33554,2015,OK,Oklahoma,Bachelor Total,1320
33555,2015,OK,Oklahoma,Elementary Total,662
33556,2015,OK,Oklahoma,Masters Total,1091
33557,2015,OK,Oklahoma,Other Total,1530
33558,2015,OK,Oklahoma,PhD Total,55
33559,2015,OK,Oklahoma,SPED Total,129
33560,2015,OK,Oklahoma,State Total,2466
33561,2015,OK,Oklahoma,STEM Total,145
33575,2015,OR,Oregon,Bachelor Total,497
33576,2015,OR,Oregon,Elementary Total,290
33577,2015,OR,Oregon,Masters Total,5456
33578,2015,OR,Oregon,Other Total,5407
33579,2015,OR,Oregon,PhD Total,97
33580,2015,OR,Oregon,SPED Total,144
33581,2015,OR,Oregon,State Total,6050
33582,2015,OR,Oregon,STEM Total,209
33596,2015,PA,Pennsylvania,Bachelor Total,2980
33597,2015,PA,Pennsylvania,Elementary Total,949
33598,2015,PA,Pennsylvania,Masters Total,6544
33599,2015,PA,Pennsylvania,Other Total,7177
33600,2015,PA,Pennsylvania,PhD Total,492
33601,2015,PA,Pennsylvania,SPED Total,1418
33602,2015,PA,Pennsylvania,State Total,10016
33603,2015,PA,Pennsylvania,STEM Total,472
33617,2015,RI,Rhode Island,Bachelor Total,362
33618,2015,RI,Rhode Island,Elementary Total,140
33619,2015,RI,Rhode Island,Masters Total,338
33620,2015,RI,Rhode Island,Other Total,399
33621,2015,RI,Rhode Island,PhD Total,24
33622,2015,RI,Rhode Island,SPED Total,166
33623,2015,RI,Rhode Island,State Total,724
33624,2015,RI,Rhode Island,STEM Total,19
33638,2015,SC,South Carolina,Bachelor Total,1268
33639,2015,SC,South Carolina,Elementary Total,610
33640,2015,SC,South Carolina,Masters Total,1433
33641,2015,SC,South Carolina,Other Total,1913
33642,2015,SC,South Carolina,PhD Total,127
33643,2015,SC,South Carolina,SPED Total,243
33644,2015,SC,South Carolina,State Total,2828
33645,2015,SC,South Carolina,STEM Total,62
33659,2015,SD,South Dakota,Bachelor Total,470
33660,2015,SD,South Dakota,Elementary Total,261
33661,2015,SD,South Dakota,Masters Total,439
33662,2015,SD,South Dakota,Other Total,573
33663,2015,SD,South Dakota,PhD Total,37
33664,2015,SD,South Dakota,SPED Total,52
33665,2015,SD,South Dakota,State Total,946
33666,2015,SD,South Dakota,STEM Total,60
33680,2015,TN,Tennessee,Bachelor Total,1990
33681,2015,TN,Tennessee,Elementary Total,402
33682,2015,TN,Tennessee,Masters Total,2634
33683,2015,TN,Tennessee,Other Total,3951
33684,2015,TN,Tennessee,PhD Total,286
33685,2015,TN,Tennessee,SPED Total,469
33686,2015,TN,Tennessee,State Total,4910
33687,2015,TN,Tennessee,STEM Total,88
33701,2015,TX,Texas,Bachelor Total,1570
33702,2015,TX,Texas,Elementary Total,827
33703,2015,TX,Texas,Masters Total,9035
33704,2015,TX,Texas,Other Total,9009
33705,2015,TX,Texas,PhD Total,768
33706,2015,TX,Texas,SPED Total,1008
33707,2015,TX,Texas,State Total,11373
33708,2015,TX,Texas,STEM Total,529
33722,2015,UT,Utah,Bachelor Total,2935
33723,2015,UT,Utah,Elementary Total,1024
33724,2015,UT,Utah,Masters Total,2273
33725,2015,UT,Utah,Other Total,2511
33726,2015,UT,Utah,PhD Total,51
33727,2015,UT,Utah,SPED Total,652
33728,2015,UT,Utah,State Total,5259
33729,2015,UT,Utah,STEM Total,1072
33743,2015,VA,Virginia,Bachelor Total,1503
33744,2015,VA,Virginia,Elementary Total,798
33745,2015,VA,Virginia,Masters Total,5123
33746,2015,VA,Virginia,Other Total,5494
33747,2015,VA,Virginia,PhD Total,476
33748,2015,VA,Virginia,SPED Total,667
33749,2015,VA,Virginia,State Total,7102
33750,2015,VA,Virginia,STEM Total,143
33764,2015,VT,Vermont,Bachelor Total,203
33765,2015,VT,Vermont,Elementary Total,102
33766,2015,VT,Vermont,Masters Total,327
33767,2015,VT,Vermont,Other Total,360
33768,2015,VT,Vermont,PhD Total,13
33769,2015,VT,Vermont,SPED Total,54
33770,2015,VT,Vermont,State Total,543
33771,2015,VT,Vermont,STEM Total,27
33785,2015,WA,Washington,Bachelor Total,1374
33786,2015,WA,Washington,Elementary Total,806
33787,2015,WA,Washington,Masters Total,1830
33788,2015,WA,Washington,Other Total,2108
33789,2015,WA,Washington,PhD Total,137
33790,2015,WA,Washington,SPED Total,255
33791,2015,WA,Washington,State Total,3341
33792,2015,WA,Washington,STEM Total,172
33806,2015,WI,Wisconsin,Bachelor Total,2337
33807,2015,WI,Wisconsin,Elementary Total,1095
33808,2015,WI,Wisconsin,Masters Total,1715
33809,2015,WI,Wisconsin,Other Total,2571
33810,2015,WI,Wisconsin,PhD Total,121
33811,2015,WI,Wisconsin,SPED Total,380
33812,2015,WI,Wisconsin,State Total,4173
33813,2015,WI,Wisconsin,STEM Total,127
33827,2015,WV,West Virginia,Bachelor Total,836
33828,2015,WV,West Virginia,Elementary Total,479
33829,2015,WV,West Virginia,Masters Total,1135
33830,2015,WV,West Virginia,Other Total,1352
33831,2015,WV,West Virginia,PhD Total,31
33832,2015,WV,West Virginia,SPED Total,149
33833,2015,WV,West Virginia,State Total,2002
33834,2015,WV,West Virginia,STEM Total,22
33848,2015,WY,Wyoming,Bachelor Total,206
33849,2015,WY,Wyoming,Elementary Total,119
33850,2015,WY,Wyoming,Masters Total,111
33851,2015,WY,Wyoming,Other Total,206
33852,2015,WY,Wyoming,PhD Total,25
33853,2015,WY,Wyoming,SPED Total,0
33854,2015,WY,Wyoming,State Total,342
33855,2015,WY,Wyoming,STEM Total,17
33869,2016,AK,Alaska,Bachelor Total,63
33870,2016,AK,Alaska,Elementary Total,56
33871,2016,AK,Alaska,Masters Total,214
33872,2016,AK,Alaska,Other Total,176
33873,2016,AK,Alaska,PhD Total,0
33874,2016,AK,Alaska,SPED Total,30
33875,2016,AK,Alaska,State Total,277
33876,2016,AK,Alaska,STEM Total,15
33890,2016,AL,Alabama,Bachelor Total,2252
33891,2016,AL,Alabama,Elementary Total,1193
33892,2016,AL,Alabama,Masters Total,2146
33893,2016,AL,Alabama,Other Total,2794
33894,2016,AL,Alabama,PhD Total,176
33895,2016,AL,Alabama,SPED Total,354
33896,2016,AL,Alabama,State Total,4574
33897,2016,AL,Alabama,STEM Total,233
33911,2016,AR,Arkansas,Bachelor Total,958
33912,2016,AR,Arkansas,Elementary Total,429
33913,2016,AR,Arkansas,Masters Total,2032
33914,2016,AR,Arkansas,Other Total,2254
33915,2016,AR,Arkansas,PhD Total,67
33916,2016,AR,Arkansas,SPED Total,244
33917,2016,AR,Arkansas,State Total,3057
33918,2016,AR,Arkansas,STEM Total,130
33932,2016,AZ,Arizona,Bachelor Total,2730
33933,2016,AZ,Arizona,Elementary Total,1782
33934,2016,AZ,Arizona,Masters Total,6998
33935,2016,AZ,Arizona,Other Total,6658
33936,2016,AZ,Arizona,PhD Total,673
33937,2016,AZ,Arizona,SPED Total,1793
33938,2016,AZ,Arizona,State Total,10401
33939,2016,AZ,Arizona,STEM Total,168
33953,2016,CA, California,Bachelor Total,1274
33954,2016,CA, California,Elementary Total,539
33955,2016,CA, California,Masters Total,13606
33956,2016,CA, California,Other Total,14513
33957,2016,CA, California,PhD Total,1414
33958,2016,CA, California,SPED Total,786
33959,2016,CA, California,State Total,16294
33960,2016,CA, California,STEM Total,456
33974,2016,CO,Colorado,Bachelor Total,277
33975,2016,CO,Colorado,Elementary Total,123
33976,2016,CO,Colorado,Masters Total,2044
33977,2016,CO,Colorado,Other Total,2057
33978,2016,CO,Colorado,PhD Total,131
33979,2016,CO,Colorado,SPED Total,234
33980,2016,CO,Colorado,State Total,2452
33981,2016,CO,Colorado,STEM Total,38
33995,2016,CT,Connecticut,Bachelor Total,566
33996,2016,CT,Connecticut,Elementary Total,389
33997,2016,CT,Connecticut,Masters Total,1901
33998,2016,CT,Connecticut,Other Total,1652
33999,2016,CT,Connecticut,PhD Total,59
34000,2016,CT,Connecticut,SPED Total,357
34001,2016,CT,Connecticut,State Total,2526
34002,2016,CT,Connecticut,STEM Total,128
34016,2016,DE,Delaware,Bachelor Total,408
34017,2016,DE,Delaware,Elementary Total,244
34018,2016,DE,Delaware,Masters Total,657
34019,2016,DE,Delaware,Other Total,708
34020,2016,DE,Delaware,PhD Total,69
34021,2016,DE,Delaware,SPED Total,94
34022,2016,DE,Delaware,State Total,1134
34023,2016,DE,Delaware,STEM Total,88
34037,2016,FL,Florida,Bachelor Total,4178
34038,2016,FL,Florida,Elementary Total,2136
34039,2016,FL,Florida,Masters Total,3937
34040,2016,FL,Florida,Other Total,5388
34041,2016,FL,Florida,PhD Total,903
34042,2016,FL,Florida,SPED Total,955
34043,2016,FL,Florida,State Total,9018
34044,2016,FL,Florida,STEM Total,539
34058,2016,GA,Georgia,Bachelor Total,2257
34059,2016,GA,Georgia,Elementary Total,1368
34060,2016,GA,Georgia,Masters Total,2993
34061,2016,GA,Georgia,Other Total,3325
34062,2016,GA,Georgia,PhD Total,432
34063,2016,GA,Georgia,SPED Total,570
34064,2016,GA,Georgia,State Total,5682
34065,2016,GA,Georgia,STEM Total,419
34079,2016,HI,Hawaii,Bachelor Total,338
34080,2016,HI,Hawaii,Elementary Total,200
34081,2016,HI,Hawaii,Masters Total,342
34082,2016,HI,Hawaii,Other Total,425
34083,2016,HI,Hawaii,PhD Total,42
34084,2016,HI,Hawaii,SPED Total,62
34085,2016,HI,Hawaii,State Total,722
34086,2016,HI,Hawaii,STEM Total,35
34100,2016,IA,Iowa,Bachelor Total,1995
34101,2016,IA,Iowa,Elementary Total,1174
34102,2016,IA,Iowa,Masters Total,2733
34103,2016,IA,Iowa,Other Total,3219
34104,2016,IA,Iowa,PhD Total,73
34105,2016,IA,Iowa,SPED Total,201
34106,2016,IA,Iowa,State Total,4801
34107,2016,IA,Iowa,STEM Total,207
34121,2016,ID,Idaho,Bachelor Total,809
34122,2016,ID,Idaho,Elementary Total,367
34123,2016,ID,Idaho,Masters Total,482
34124,2016,ID,Idaho,Other Total,691
34125,2016,ID,Idaho,PhD Total,51
34126,2016,ID,Idaho,SPED Total,44
34127,2016,ID,Idaho,State Total,1342
34128,2016,ID,Idaho,STEM Total,240
34142,2016,IL,Illinois,Bachelor Total,3056
34143,2016,IL,Illinois,Elementary Total,1967
34144,2016,IL,Illinois,Masters Total,7227
34145,2016,IL,Illinois,Other Total,7159
34146,2016,IL,Illinois,PhD Total,511
34147,2016,IL,Illinois,SPED Total,944
34148,2016,IL,Illinois,State Total,10794
34149,2016,IL,Illinois,STEM Total,724
34163,2016,IN,Indiana,Bachelor Total,2378
34164,2016,IN,Indiana,Elementary Total,1272
34165,2016,IN,Indiana,Masters Total,2186
34166,2016,IN,Indiana,Other Total,2470
34167,2016,IN,Indiana,PhD Total,198
34168,2016,IN,Indiana,SPED Total,858
34169,2016,IN,Indiana,State Total,4762
34170,2016,IN,Indiana,STEM Total,162
34184,2016,KS,Kansas,Bachelor Total,1624
34185,2016,KS,Kansas,Elementary Total,957
34186,2016,KS,Kansas,Masters Total,2146
34187,2016,KS,Kansas,Other Total,2436
34188,2016,KS,Kansas,PhD Total,125
34189,2016,KS,Kansas,SPED Total,276
34190,2016,KS,Kansas,State Total,3895
34191,2016,KS,Kansas,STEM Total,226
34205,2016,KY,Kentucky,Bachelor Total,1851
34206,2016,KY,Kentucky,Elementary Total,1098
34207,2016,KY,Kentucky,Masters Total,2715
34208,2016,KY,Kentucky,Other Total,3008
34209,2016,KY,Kentucky,PhD Total,152
34210,2016,KY,Kentucky,SPED Total,524
34211,2016,KY,Kentucky,State Total,4718
34212,2016,KY,Kentucky,STEM Total,88
34226,2016,LA,Louisiana,Bachelor Total,1417
34227,2016,LA,Louisiana,Elementary Total,562
34228,2016,LA,Louisiana,Masters Total,1239
34229,2016,LA,Louisiana,Other Total,2076
34230,2016,LA,Louisiana,PhD Total,92
34231,2016,LA,Louisiana,SPED Total,94
34232,2016,LA,Louisiana,State Total,2748
34233,2016,LA,Louisiana,STEM Total,16
34247,2016,MA,Massachusetts,Bachelor Total,1238
34248,2016,MA,Massachusetts,Elementary Total,940
34249,2016,MA,Massachusetts,Masters Total,6426
34250,2016,MA,Massachusetts,Other Total,5431
34251,2016,MA,Massachusetts,PhD Total,371
34252,2016,MA,Massachusetts,SPED Total,1356
34253,2016,MA,Massachusetts,State Total,8035
34254,2016,MA,Massachusetts,STEM Total,308
34268,2016,MD,Maryland,Bachelor Total,1119
34269,2016,MD,Maryland,Elementary Total,687
34270,2016,MD,Maryland,Masters Total,2615
34271,2016,MD,Maryland,Other Total,2197
34272,2016,MD,Maryland,PhD Total,123
34273,2016,MD,Maryland,SPED Total,378
34274,2016,MD,Maryland,State Total,3857
34275,2016,MD,Maryland,STEM Total,595
34289,2016,ME,Maine,Bachelor Total,356
34290,2016,ME,Maine,Elementary Total,129
34291,2016,ME,Maine,Masters Total,516
34292,2016,ME,Maine,Other Total,721
34293,2016,ME,Maine,PhD Total,39
34294,2016,ME,Maine,SPED Total,44
34295,2016,ME,Maine,State Total,911
34296,2016,ME,Maine,STEM Total,17
34310,2016,MI,Michigan,Bachelor Total,2637
34311,2016,MI,Michigan,Elementary Total,712
34312,2016,MI,Michigan,Masters Total,3420
34313,2016,MI,Michigan,Other Total,4076
34314,2016,MI,Michigan,PhD Total,285
34315,2016,MI,Michigan,SPED Total,763
34316,2016,MI,Michigan,State Total,6342
34317,2016,MI,Michigan,STEM Total,791
34331,2016,MN,Minnesota,Bachelor Total,1927
34332,2016,MN,Minnesota,Elementary Total,983
34333,2016,MN,Minnesota,Masters Total,3550
34334,2016,MN,Minnesota,Other Total,4260
34335,2016,MN,Minnesota,PhD Total,613
34336,2016,MN,Minnesota,SPED Total,530
34337,2016,MN,Minnesota,State Total,6090
34338,2016,MN,Minnesota,STEM Total,317
34352,2016,MO,Missouri,Bachelor Total,2596
34353,2016,MO,Missouri,Elementary Total,1329
34354,2016,MO,Missouri,Masters Total,3652
34355,2016,MO,Missouri,Other Total,4640
34356,2016,MO,Missouri,PhD Total,381
34357,2016,MO,Missouri,SPED Total,376
34358,2016,MO,Missouri,State Total,6629
34359,2016,MO,Missouri,STEM Total,284
34373,2016,MS,Mississippi,Bachelor Total,1219
34374,2016,MS,Mississippi,Elementary Total,946
34375,2016,MS,Mississippi,Masters Total,1673
34376,2016,MS,Mississippi,Other Total,1814
34377,2016,MS,Mississippi,PhD Total,151
34378,2016,MS,Mississippi,SPED Total,196
34379,2016,MS,Mississippi,State Total,3043
34380,2016,MS,Mississippi,STEM Total,87
34394,2016,MT,Montana,Bachelor Total,572
34395,2016,MT,Montana,Elementary Total,255
34396,2016,MT,Montana,Masters Total,343
34397,2016,MT,Montana,Other Total,535
34398,2016,MT,Montana,PhD Total,10
34399,2016,MT,Montana,SPED Total,37
34400,2016,MT,Montana,State Total,925
34401,2016,MT,Montana,STEM Total,98
34402,2016,NAT,National Total,Bachelor Total,73683
34403,2016,NAT,National Total,Elementary Total,37099
34404,2016,NAT,National Total,Masters Total,142946
34405,2016,NAT,National Total,Other Total,153004
34406,2016,NAT,National Total,PhD Total,11657
34407,2016,NAT,National Total,SPED Total,25700
34408,2016,NAT,National Total,State Total,228286
34409,2016,NAT,National Total,STEM Total,12483
34423,2016,NC,North Carolina,Bachelor Total,2700
34424,2016,NC,North Carolina,Elementary Total,1530
34425,2016,NC,North Carolina,Masters Total,2537
34426,2016,NC,North Carolina,Other Total,3396
34427,2016,NC,North Carolina,PhD Total,363
34428,2016,NC,North Carolina,SPED Total,368
34429,2016,NC,North Carolina,State Total,5600
34430,2016,NC,North Carolina,STEM Total,306
34444,2016,ND,North Dakota,Bachelor Total,546
34445,2016,ND,North Dakota,Elementary Total,307
34446,2016,ND,North Dakota,Masters Total,380
34447,2016,ND,North Dakota,Other Total,363
34448,2016,ND,North Dakota,PhD Total,34
34449,2016,ND,North Dakota,SPED Total,156
34450,2016,ND,North Dakota,State Total,960
34451,2016,ND,North Dakota,STEM Total,134
34465,2016,NE,Nebraska,Bachelor Total,1254
34466,2016,NE,Nebraska,Elementary Total,696
34467,2016,NE,Nebraska,Masters Total,1523
34468,2016,NE,Nebraska,Other Total,1856
34469,2016,NE,Nebraska,PhD Total,134
34470,2016,NE,Nebraska,SPED Total,225
34471,2016,NE,Nebraska,State Total,2911
34472,2016,NE,Nebraska,STEM Total,134
34486,2016,NH,New Hampshire,Bachelor Total,340
34487,2016,NH,New Hampshire,Elementary Total,315
34488,2016,NH,New Hampshire,Masters Total,794
34489,2016,NH,New Hampshire,Other Total,720
34490,2016,NH,New Hampshire,PhD Total,43
34491,2016,NH,New Hampshire,SPED Total,82
34492,2016,NH,New Hampshire,State Total,1177
34493,2016,NH,New Hampshire,STEM Total,60
34507,2016,NJ,New Jersey,Bachelor Total,1410
34508,2016,NJ,New Jersey,Elementary Total,624
34509,2016,NJ,New Jersey,Masters Total,3102
34510,2016,NJ,New Jersey,Other Total,3155
34511,2016,NJ,New Jersey,PhD Total,149
34512,2016,NJ,New Jersey,SPED Total,735
34513,2016,NJ,New Jersey,State Total,4661
34514,2016,NJ,New Jersey,STEM Total,147
34528,2016,NM,New Mexico,Bachelor Total,640
34529,2016,NM,New Mexico,Elementary Total,333
34530,2016,NM,New Mexico,Masters Total,798
34531,2016,NM,New Mexico,Other Total,916
34532,2016,NM,New Mexico,PhD Total,64
34533,2016,NM,New Mexico,SPED Total,195
34534,2016,NM,New Mexico,State Total,1502
34535,2016,NM,New Mexico,STEM Total,58
34549,2016,NV,Nevada,Bachelor Total,390
34550,2016,NV,Nevada,Elementary Total,294
34551,2016,NV,Nevada,Masters Total,687
